subscription_id,user_id,plan_type,monthly_fee,payment_method,auto_renew,tenure_months
SUB-210941,SPOT-110941,Premium Family,17.99,PayPal,1,32
SUB-210942,SPOT-110942,Free,0.0,None,0,10
SUB-210943,SPOT-110943,Premium Individual,10.99,Credit Card,1,13
SUB-210944,SPOT-110944,Free,0.0,None,0,20
SUB-210945,SPOT-110945,Free,0.0,None,0,10
SUB-210946,SPOT-110946,Free,0.0,None,0,28
SUB-210947,SPOT-110947,Free,0.0,None,0,10
SUB-210948,SPOT-110948,Premium Individual,10.99,PayPal,1,3
SUB-210949,SPOT-110949,Premium Student,5.99,Credit Card,1,13
SUB-210950,SPOT-110950,Premium Family,17.99,Credit Card,1,14
SUB-210951,SPOT-110951,Free,0.0,None,0,29
SUB-210952,SPOT-110952,Premium Student,5.99,Gift Card,1,14
SUB-210953,SPOT-110953,Free,0.0,None,0,20
SUB-210954,SPOT-110954,Premium Duo,14.99,PayPal,0,2
SUB-210955,SPOT-110955,Premium Individual,10.99,Gift Card,0,15
SUB-210956,SPOT-110956,Premium Duo,14.99,PayPal,1,23
SUB-210957,SPOT-110957,Free,0.0,None,0,8
SUB-210958,SPOT-110958,Free,0.0,None,0,25
SUB-210959,SPOT-110959,Free,0.0,None,0,2
SUB-210960,SPOT-110960,Free,0.0,None,0,29
SUB-210961,SPOT-110961,Premium Duo,14.99,Carrier Billing,0,18
SUB-210962,SPOT-110962,Free,0.0,None,0,23
SUB-210963,SPOT-110963,Free,0.0,None,0,19
SUB-210964,SPOT-110964,Premium Individual,10.99,Credit Card,0,26
SUB-210965,SPOT-110965,Premium Individual,10.99,Carrier Billing,1,31
SUB-210966,SPOT-110966,Free,0.0,None,0,8
SUB-210967,SPOT-110967,Premium Individual,10.99,PayPal,0,8
SUB-210968,SPOT-110968,Premium Individual,10.99,Credit Card,1,23
SUB-210969,SPOT-110969,Premium Duo,14.99,Credit Card,1,16
SUB-210970,SPOT-110970,Free,0.0,None,0,22
SUB-210971,SPOT-110971,Premium Individual,10.99,Carrier Billing,1,3
SUB-210972,SPOT-110972,Premium Individual,10.99,Carrier Billing,1,8
SUB-210973,SPOT-110973,Premium Duo,14.99,PayPal,1,17
SUB-210974,SPOT-110974,Free,0.0,None,0,10
SUB-210975,SPOT-110975,Free,0.0,None,0,26
SUB-210976,SPOT-110976,Premium Individual,10.99,Credit Card,1,5
SUB-210977,SPOT-110977,Premium Individual,10.99,Credit Card,1,33
SUB-210978,SPOT-110978,Premium Individual,10.99,Credit Card,0,30
SUB-210979,SPOT-110979,Premium Individual,10.99,Credit Card,1,5
SUB-210980,SPOT-110980,Free,0.0,None,0,7
SUB-210981,SPOT-110981,Premium Individual,10.99,PayPal,1,32
SUB-210982,SPOT-110982,Free,0.0,None,0,7
SUB-210983,SPOT-110983,Premium Individual,10.99,Gift Card,1,28
SUB-210984,SPOT-110984,Premium Individual,10.99,PayPal,1,22
SUB-210985,SPOT-110985,Premium Family,17.99,Credit Card,1,27
SUB-210986,SPOT-110986,Free,0.0,None,0,30
SUB-210987,SPOT-110987,Free,0.0,None,0,17
SUB-210988,SPOT-110988,Premium Student,5.99,Credit Card,1,9
SUB-210989,SPOT-110989,Free,0.0,None,0,9
SUB-210990,SPOT-110990,Premium Individual,10.99,Credit Card,1,8
SUB-210991,SPOT-110991,Free,0.0,None,0,28
SUB-210992,SPOT-110992,Premium Individual,10.99,Credit Card,1,10
SUB-210993,SPOT-110993,Premium Individual,10.99,Credit Card,1,26
SUB-210994,SPOT-110994,Premium Individual,10.99,Credit Card,1,31
SUB-210995,SPOT-110995,Free,0.0,None,0,12
SUB-210996,SPOT-110996,Free,0.0,None,0,17
SUB-210997,SPOT-110997,Premium Individual,10.99,Credit Card,1,3
SUB-210998,SPOT-110998,Premium Duo,14.99,Credit Card,1,6
SUB-210999,SPOT-110999,Premium Individual,10.99,PayPal,1,5
SUB-211000,SPOT-111000,Free,0.0,None,0,23
SUB-211001,SPOT-111001,Premium Individual,10.99,Credit Card,1,2
SUB-211002,SPOT-111002,Premium Individual,10.99,Credit Card,1,12
SUB-211003,SPOT-111003,Free,0.0,None,0,25
SUB-211004,SPOT-111004,Premium Individual,10.99,PayPal,1,7
SUB-211005,SPOT-111005,Free,0.0,None,0,19
SUB-211006,SPOT-111006,Free,0.0,None,0,29
SUB-211007,SPOT-111007,Free,0.0,None,0,32
SUB-211008,SPOT-111008,Premium Student,5.99,PayPal,1,29
SUB-211009,SPOT-111009,Premium Duo,14.99,PayPal,1,17
SUB-211010,SPOT-111010,Free,0.0,None,0,31
SUB-211011,SPOT-111011,Premium Individual,10.99,Credit Card,1,9
SUB-211012,SPOT-111012,Free,0.0,None,0,2
SUB-211013,SPOT-111013,Premium Family,17.99,Credit Card,1,31
SUB-211014,SPOT-111014,Premium Individual,10.99,Credit Card,1,22
SUB-211015,SPOT-111015,Free,0.0,None,0,20
SUB-211016,SPOT-111016,Premium Duo,14.99,PayPal,1,24
SUB-211017,SPOT-111017,Free,0.0,None,0,13
SUB-211018,SPOT-111018,Free,0.0,None,0,20
SUB-211019,SPOT-111019,Free,0.0,None,0,25
SUB-211020,SPOT-111020,Premium Individual,10.99,Credit Card,1,25
SUB-211021,SPOT-111021,Free,0.0,None,0,30
SUB-211022,SPOT-111022,Premium Individual,10.99,Carrier Billing,1,9
SUB-211023,SPOT-111023,Premium Family,17.99,Credit Card,1,32
SUB-211024,SPOT-111024,Premium Duo,14.99,Credit Card,1,27
SUB-211025,SPOT-111025,Premium Duo,14.99,Credit Card,1,17
SUB-211026,SPOT-111026,Premium Student,5.99,Credit Card,1,29
SUB-211027,SPOT-111027,Free,0.0,None,0,4
SUB-211028,SPOT-111028,Free,0.0,None,0,8
SUB-211029,SPOT-111029,Free,0.0,None,0,24
SUB-211030,SPOT-111030,Free,0.0,None,0,27
SUB-211031,SPOT-111031,Premium Duo,14.99,Credit Card,1,15
SUB-211032,SPOT-111032,Premium Individual,10.99,Credit Card,1,9
SUB-211033,SPOT-111033,Premium Duo,14.99,PayPal,1,11
SUB-211034,SPOT-111034,Free,0.0,None,0,15
SUB-211035,SPOT-111035,Free,0.0,None,0,17
SUB-211036,SPOT-111036,Premium Duo,14.99,Credit Card,1,22
SUB-211037,SPOT-111037,Premium Student,5.99,PayPal,1,8
SUB-211038,SPOT-111038,Premium Individual,10.99,PayPal,1,29
SUB-211039,SPOT-111039,Free,0.0,None,0,25
SUB-211040,SPOT-111040,Free,0.0,None,0,33
SUB-211041,SPOT-111041,Free,0.0,None,0,14
SUB-211042,SPOT-111042,Premium Duo,14.99,Carrier Billing,1,31
SUB-211043,SPOT-111043,Free,0.0,None,0,29
SUB-211044,SPOT-111044,Premium Individual,10.99,PayPal,0,25
SUB-211045,SPOT-111045,Premium Family,17.99,Credit Card,0,33
SUB-211046,SPOT-111046,Premium Individual,10.99,Carrier Billing,1,8
SUB-211047,SPOT-111047,Premium Individual,10.99,Carrier Billing,1,14
SUB-211048,SPOT-111048,Premium Duo,14.99,Credit Card,1,20
SUB-211049,SPOT-111049,Premium Individual,10.99,Credit Card,1,14
SUB-211050,SPOT-111050,Premium Individual,10.99,Credit Card,1,24
SUB-211051,SPOT-111051,Free,0.0,None,0,2
SUB-211052,SPOT-111052,Premium Individual,10.99,Carrier Billing,1,31
SUB-211053,SPOT-111053,Free,0.0,None,0,22
SUB-211054,SPOT-111054,Premium Individual,10.99,Credit Card,1,17
SUB-211055,SPOT-111055,Free,0.0,None,0,13
SUB-211056,SPOT-111056,Free,0.0,None,0,22
SUB-211057,SPOT-111057,Free,0.0,None,0,8
SUB-211058,SPOT-111058,Free,0.0,None,0,23
SUB-211059,SPOT-111059,Premium Individual,10.99,Carrier Billing,1,13
SUB-211060,SPOT-111060,Premium Family,17.99,Carrier Billing,0,14
SUB-211061,SPOT-111061,Premium Individual,10.99,Credit Card,0,7
SUB-211062,SPOT-111062,Free,0.0,None,0,21
SUB-211063,SPOT-111063,Free,0.0,None,0,27
SUB-211064,SPOT-111064,Free,0.0,None,0,22
SUB-211065,SPOT-111065,Free,0.0,None,0,14
SUB-211066,SPOT-111066,Premium Family,17.99,Credit Card,1,5
SUB-211067,SPOT-111067,Premium Individual,10.99,PayPal,1,4
SUB-211068,SPOT-111068,Free,0.0,None,0,32
SUB-211069,SPOT-111069,Premium Student,5.99,Carrier Billing,1,8
SUB-211070,SPOT-111070,Free,0.0,None,0,15
SUB-211071,SPOT-111071,Free,0.0,None,0,32
SUB-211072,SPOT-111072,Premium Individual,10.99,Credit Card,1,6
SUB-211073,SPOT-111073,Premium Individual,10.99,PayPal,1,24
SUB-211074,SPOT-111074,Premium Duo,14.99,Credit Card,1,25
SUB-211075,SPOT-111075,Premium Individual,10.99,PayPal,0,8
SUB-211076,SPOT-111076,Free,0.0,None,0,16
SUB-211077,SPOT-111077,Premium Individual,10.99,Credit Card,1,32
SUB-211078,SPOT-111078,Premium Student,5.99,PayPal,1,7
SUB-211079,SPOT-111079,Premium Individual,10.99,Credit Card,1,32
SUB-211080,SPOT-111080,Free,0.0,None,0,32
SUB-211081,SPOT-111081,Free,0.0,None,0,32
SUB-211082,SPOT-111082,Premium Individual,10.99,Carrier Billing,0,11
SUB-211083,SPOT-111083,Premium Individual,10.99,Gift Card,1,2
SUB-211084,SPOT-111084,Free,0.0,None,0,23
SUB-211085,SPOT-111085,Premium Individual,10.99,Credit Card,1,5
SUB-211086,SPOT-111086,Premium Individual,10.99,PayPal,1,4
SUB-211087,SPOT-111087,Premium Duo,14.99,Credit Card,1,14
SUB-211088,SPOT-111088,Free,0.0,None,0,9
SUB-211089,SPOT-111089,Free,0.0,None,0,23
SUB-211090,SPOT-111090,Premium Duo,14.99,PayPal,1,2
SUB-211091,SPOT-111091,Free,0.0,None,0,11
SUB-211092,SPOT-111092,Free,0.0,None,0,12
SUB-211093,SPOT-111093,Free,0.0,None,0,22
SUB-211094,SPOT-111094,Premium Duo,14.99,PayPal,1,3
SUB-211095,SPOT-111095,Free,0.0,None,0,7
SUB-211096,SPOT-111096,Free,0.0,None,0,29
SUB-211097,SPOT-111097,Premium Individual,10.99,Credit Card,1,16
SUB-211098,SPOT-111098,Free,0.0,None,0,8
SUB-211099,SPOT-111099,Premium Individual,10.99,Credit Card,1,19
SUB-211100,SPOT-111100,Premium Student,5.99,PayPal,1,17
SUB-211101,SPOT-111101,Free,0.0,None,0,27
SUB-211102,SPOT-111102,Free,0.0,None,0,3
SUB-211103,SPOT-111103,Premium Individual,10.99,PayPal,1,26
SUB-211104,SPOT-111104,Premium Individual,10.99,Credit Card,1,3
SUB-211105,SPOT-111105,Premium Duo,14.99,Credit Card,1,18
SUB-211106,SPOT-111106,Free,0.0,None,0,29
SUB-211107,SPOT-111107,Premium Individual,10.99,Credit Card,1,29
SUB-211108,SPOT-111108,Free,0.0,None,0,18
SUB-211109,SPOT-111109,Premium Individual,10.99,Credit Card,1,8
SUB-211110,SPOT-111110,Premium Individual,10.99,Credit Card,1,30
SUB-211111,SPOT-111111,Premium Student,5.99,Carrier Billing,1,5
SUB-211112,SPOT-111112,Free,0.0,None,0,28
SUB-211113,SPOT-111113,Free,0.0,None,0,19
SUB-211114,SPOT-111114,Premium Individual,10.99,Carrier Billing,1,6
SUB-211115,SPOT-111115,Premium Individual,10.99,Credit Card,1,27
SUB-211116,SPOT-111116,Free,0.0,None,0,26
SUB-211117,SPOT-111117,Free,0.0,None,0,16
SUB-211118,SPOT-111118,Premium Family,17.99,Credit Card,1,5
SUB-211119,SPOT-111119,Free,0.0,None,0,9
SUB-211120,SPOT-111120,Premium Individual,10.99,Carrier Billing,1,10
SUB-211121,SPOT-111121,Free,0.0,None,0,31
SUB-211122,SPOT-111122,Premium Student,5.99,Credit Card,1,13
SUB-211123,SPOT-111123,Premium Family,17.99,Credit Card,1,30
SUB-211124,SPOT-111124,Premium Family,17.99,PayPal,1,17
SUB-211125,SPOT-111125,Free,0.0,None,0,31
SUB-211126,SPOT-111126,Premium Family,17.99,PayPal,1,29
SUB-211127,SPOT-111127,Premium Individual,10.99,Credit Card,1,4
SUB-211128,SPOT-111128,Free,0.0,None,0,6
SUB-211129,SPOT-111129,Premium Duo,14.99,Credit Card,1,22
SUB-211130,SPOT-111130,Premium Student,5.99,Credit Card,1,29
SUB-211131,SPOT-111131,Premium Individual,10.99,Credit Card,1,22
SUB-211132,SPOT-111132,Premium Individual,10.99,Credit Card,1,30
SUB-211133,SPOT-111133,Premium Family,17.99,PayPal,1,9
SUB-211134,SPOT-111134,Premium Individual,10.99,PayPal,1,9
SUB-211135,SPOT-111135,Premium Duo,14.99,Gift Card,1,6
SUB-211136,SPOT-111136,Premium Student,5.99,Credit Card,0,30
SUB-211137,SPOT-111137,Free,0.0,None,0,4
SUB-211138,SPOT-111138,Free,0.0,None,0,23
SUB-211139,SPOT-111139,Free,0.0,None,0,3
SUB-211140,SPOT-111140,Free,0.0,None,0,27
SUB-211141,SPOT-111141,Premium Individual,10.99,Credit Card,1,9
SUB-211142,SPOT-111142,Free,0.0,None,0,22
SUB-211143,SPOT-111143,Free,0.0,None,0,25
SUB-211144,SPOT-111144,Free,0.0,None,0,21
SUB-211145,SPOT-111145,Premium Individual,10.99,Credit Card,1,15
SUB-211146,SPOT-111146,Free,0.0,None,0,29
SUB-211147,SPOT-111147,Free,0.0,None,0,29
SUB-211148,SPOT-111148,Free,0.0,None,0,23
SUB-211149,SPOT-111149,Free,0.0,None,0,25
SUB-211150,SPOT-111150,Premium Family,17.99,PayPal,0,3
SUB-211151,SPOT-111151,Premium Family,17.99,Carrier Billing,1,6
SUB-211152,SPOT-111152,Free,0.0,None,0,9
SUB-211153,SPOT-111153,Free,0.0,None,0,32
SUB-211154,SPOT-111154,Free,0.0,None,0,11
SUB-211155,SPOT-111155,Free,0.0,None,0,10
SUB-211156,SPOT-111156,Premium Duo,14.99,Gift Card,1,11
SUB-211157,SPOT-111157,Premium Student,5.99,PayPal,1,26
SUB-211158,SPOT-111158,Free,0.0,None,0,29
SUB-211159,SPOT-111159,Premium Student,5.99,Credit Card,1,13
SUB-211160,SPOT-111160,Premium Family,17.99,Credit Card,1,12
SUB-211161,SPOT-111161,Free,0.0,None,0,3
SUB-211162,SPOT-111162,Premium Family,17.99,Credit Card,0,6
SUB-211163,SPOT-111163,Premium Student,5.99,Credit Card,1,31
SUB-211164,SPOT-111164,Free,0.0,None,0,3
SUB-211165,SPOT-111165,Premium Student,5.99,Credit Card,0,12
SUB-211166,SPOT-111166,Free,0.0,None,0,12
SUB-211167,SPOT-111167,Free,0.0,None,0,5
SUB-211168,SPOT-111168,Premium Student,5.99,PayPal,1,23
SUB-211169,SPOT-111169,Premium Duo,14.99,Credit Card,1,9
SUB-211170,SPOT-111170,Premium Individual,10.99,PayPal,1,6
SUB-211171,SPOT-111171,Free,0.0,None,0,24
SUB-211172,SPOT-111172,Premium Individual,10.99,Credit Card,0,23
SUB-211173,SPOT-111173,Free,0.0,None,0,22
SUB-211174,SPOT-111174,Premium Individual,10.99,PayPal,0,10
SUB-211175,SPOT-111175,Free,0.0,None,0,16
SUB-211176,SPOT-111176,Premium Individual,10.99,Credit Card,1,16
SUB-211177,SPOT-111177,Free,0.0,None,0,25
SUB-211178,SPOT-111178,Free,0.0,None,0,4
SUB-211179,SPOT-111179,Premium Student,5.99,Credit Card,1,14
SUB-211180,SPOT-111180,Premium Individual,10.99,Credit Card,1,17
SUB-211181,SPOT-111181,Free,0.0,None,0,2
SUB-211182,SPOT-111182,Premium Individual,10.99,Credit Card,0,18
SUB-211183,SPOT-111183,Free,0.0,None,0,12
SUB-211184,SPOT-111184,Free,0.0,None,0,2
SUB-211185,SPOT-111185,Free,0.0,None,0,9
SUB-211186,SPOT-111186,Free,0.0,None,0,19
SUB-211187,SPOT-111187,Premium Individual,10.99,PayPal,1,18
SUB-211188,SPOT-111188,Premium Duo,14.99,Credit Card,1,12
SUB-211189,SPOT-111189,Premium Family,17.99,Credit Card,1,30
SUB-211190,SPOT-111190,Free,0.0,None,0,32
SUB-211191,SPOT-111191,Premium Family,17.99,Credit Card,1,16
SUB-211192,SPOT-111192,Free,0.0,None,0,9
SUB-211193,SPOT-111193,Premium Individual,10.99,Credit Card,0,23
SUB-211194,SPOT-111194,Free,0.0,None,0,10
SUB-211195,SPOT-111195,Premium Individual,10.99,Credit Card,1,20
SUB-211196,SPOT-111196,Premium Individual,10.99,PayPal,1,23
SUB-211197,SPOT-111197,Premium Individual,10.99,Credit Card,1,16
SUB-211198,SPOT-111198,Premium Individual,10.99,Credit Card,1,6
SUB-211199,SPOT-111199,Premium Family,17.99,Credit Card,1,17
SUB-211200,SPOT-111200,Premium Student,5.99,Carrier Billing,1,2
SUB-211201,SPOT-111201,Premium Family,17.99,Credit Card,1,23
SUB-211202,SPOT-111202,Premium Individual,10.99,Credit Card,0,26
SUB-211203,SPOT-111203,Free,0.0,None,0,9
SUB-211204,SPOT-111204,Premium Individual,10.99,Carrier Billing,1,29
SUB-211205,SPOT-111205,Premium Individual,10.99,Credit Card,1,33
SUB-211206,SPOT-111206,Premium Individual,10.99,PayPal,1,30
SUB-211207,SPOT-111207,Premium Individual,10.99,Credit Card,1,32
SUB-211208,SPOT-111208,Premium Duo,14.99,Credit Card,1,19
SUB-211209,SPOT-111209,Premium Student,5.99,Credit Card,1,20
SUB-211210,SPOT-111210,Premium Individual,10.99,Credit Card,1,23
SUB-211211,SPOT-111211,Premium Individual,10.99,Credit Card,1,22
SUB-211212,SPOT-111212,Free,0.0,None,0,19
SUB-211213,SPOT-111213,Premium Individual,10.99,Credit Card,1,33
SUB-211214,SPOT-111214,Free,0.0,None,0,5
SUB-211215,SPOT-111215,Premium Individual,10.99,Credit Card,1,29
SUB-211216,SPOT-111216,Free,0.0,None,0,13
SUB-211217,SPOT-111217,Premium Family,17.99,PayPal,1,31
SUB-211218,SPOT-111218,Premium Individual,10.99,Gift Card,0,15
SUB-211219,SPOT-111219,Free,0.0,None,0,28
SUB-211220,SPOT-111220,Free,0.0,None,0,20
SUB-211221,SPOT-111221,Premium Individual,10.99,PayPal,1,17
SUB-211222,SPOT-111222,Premium Individual,10.99,Credit Card,0,26
SUB-211223,SPOT-111223,Premium Student,5.99,Carrier Billing,1,10
SUB-211224,SPOT-111224,Premium Student,5.99,Credit Card,1,15
SUB-211225,SPOT-111225,Free,0.0,None,0,14
SUB-211226,SPOT-111226,Free,0.0,None,0,2
SUB-211227,SPOT-111227,Free,0.0,None,0,33
SUB-211228,SPOT-111228,Free,0.0,None,0,4
SUB-211229,SPOT-111229,Free,0.0,None,0,19
SUB-211230,SPOT-111230,Premium Individual,10.99,Credit Card,1,7
SUB-211231,SPOT-111231,Premium Individual,10.99,Credit Card,1,17
SUB-211232,SPOT-111232,Premium Duo,14.99,Carrier Billing,1,19
SUB-211233,SPOT-111233,Free,0.0,None,0,8
SUB-211234,SPOT-111234,Premium Individual,10.99,Credit Card,1,20
SUB-211235,SPOT-111235,Premium Duo,14.99,Credit Card,1,3
SUB-211236,SPOT-111236,Free,0.0,None,0,8
SUB-211237,SPOT-111237,Premium Duo,14.99,Credit Card,0,11
SUB-211238,SPOT-111238,Free,0.0,None,0,2
SUB-211239,SPOT-111239,Premium Duo,14.99,Credit Card,1,23
SUB-211240,SPOT-111240,Premium Individual,10.99,Credit Card,1,4
SUB-211241,SPOT-111241,Premium Individual,10.99,Credit Card,1,7
SUB-211242,SPOT-111242,Free,0.0,None,0,15
SUB-211243,SPOT-111243,Premium Family,17.99,Carrier Billing,1,26
SUB-211244,SPOT-111244,Premium Individual,10.99,PayPal,1,7
SUB-211245,SPOT-111245,Free,0.0,None,0,4
SUB-211246,SPOT-111246,Premium Student,5.99,PayPal,0,10
SUB-211247,SPOT-111247,Premium Duo,14.99,Credit Card,1,24
SUB-211248,SPOT-111248,Premium Family,17.99,Credit Card,1,28
SUB-211249,SPOT-111249,Premium Individual,10.99,Gift Card,1,24
SUB-211250,SPOT-111250,Premium Individual,10.99,Credit Card,1,25
SUB-211251,SPOT-111251,Premium Individual,10.99,PayPal,1,16
SUB-211252,SPOT-111252,Free,0.0,None,0,12
SUB-211253,SPOT-111253,Free,0.0,None,0,17
SUB-211254,SPOT-111254,Premium Individual,10.99,Credit Card,1,12
SUB-211255,SPOT-111255,Premium Duo,14.99,Credit Card,1,13
SUB-211256,SPOT-111256,Premium Duo,14.99,Credit Card,1,27
SUB-211257,SPOT-111257,Free,0.0,None,0,5
SUB-211258,SPOT-111258,Free,0.0,None,0,28
SUB-211259,SPOT-111259,Free,0.0,None,0,25
SUB-211260,SPOT-111260,Premium Individual,10.99,PayPal,1,3
SUB-211261,SPOT-111261,Free,0.0,None,0,10
SUB-211262,SPOT-111262,Premium Individual,10.99,PayPal,1,10
SUB-211263,SPOT-111263,Premium Student,5.99,Credit Card,1,31
SUB-211264,SPOT-111264,Premium Duo,14.99,Credit Card,1,4
SUB-211265,SPOT-111265,Premium Duo,14.99,PayPal,1,7
SUB-211266,SPOT-111266,Free,0.0,None,0,13
SUB-211267,SPOT-111267,Free,0.0,None,0,2
SUB-211268,SPOT-111268,Free,0.0,None,0,29
SUB-211269,SPOT-111269,Premium Individual,10.99,Credit Card,1,31
SUB-211270,SPOT-111270,Premium Individual,10.99,Credit Card,1,19
SUB-211271,SPOT-111271,Free,0.0,None,0,27
SUB-211272,SPOT-111272,Free,0.0,None,0,21
SUB-211273,SPOT-111273,Free,0.0,None,0,3
SUB-211274,SPOT-111274,Free,0.0,None,0,21
SUB-211275,SPOT-111275,Premium Individual,10.99,Credit Card,1,5
SUB-211276,SPOT-111276,Free,0.0,None,0,24
SUB-211277,SPOT-111277,Premium Duo,14.99,Credit Card,1,3
SUB-211278,SPOT-111278,Premium Individual,10.99,Credit Card,1,7
SUB-211279,SPOT-111279,Premium Individual,10.99,Credit Card,1,20
SUB-211280,SPOT-111280,Premium Individual,10.99,Credit Card,0,24
SUB-211281,SPOT-111281,Premium Individual,10.99,PayPal,1,17
SUB-211282,SPOT-111282,Premium Individual,10.99,Gift Card,1,20
SUB-211283,SPOT-111283,Free,0.0,None,0,19
SUB-211284,SPOT-111284,Free,0.0,None,0,4
SUB-211285,SPOT-111285,Premium Student,5.99,Carrier Billing,1,27
SUB-211286,SPOT-111286,Free,0.0,None,0,33
SUB-211287,SPOT-111287,Free,0.0,None,0,12
SUB-211288,SPOT-111288,Premium Individual,10.99,Credit Card,1,13
SUB-211289,SPOT-111289,Premium Individual,10.99,Credit Card,1,2
SUB-211290,SPOT-111290,Premium Individual,10.99,Credit Card,0,33
SUB-211291,SPOT-111291,Premium Family,17.99,Credit Card,1,19
SUB-211292,SPOT-111292,Free,0.0,None,0,31
SUB-211293,SPOT-111293,Premium Individual,10.99,PayPal,1,27
SUB-211294,SPOT-111294,Free,0.0,None,0,31
SUB-211295,SPOT-111295,Premium Individual,10.99,Carrier Billing,1,5
SUB-211296,SPOT-111296,Free,0.0,None,0,33
SUB-211297,SPOT-111297,Premium Duo,14.99,Carrier Billing,0,28
SUB-211298,SPOT-111298,Free,0.0,None,0,7
SUB-211299,SPOT-111299,Premium Individual,10.99,Credit Card,1,10
SUB-211300,SPOT-111300,Premium Individual,10.99,Credit Card,1,30
SUB-211301,SPOT-111301,Premium Individual,10.99,PayPal,0,29
SUB-211302,SPOT-111302,Free,0.0,None,0,13
SUB-211303,SPOT-111303,Free,0.0,None,0,2
SUB-211304,SPOT-111304,Premium Individual,10.99,Credit Card,1,12
SUB-211305,SPOT-111305,Premium Individual,10.99,Gift Card,1,31
SUB-211306,SPOT-111306,Free,0.0,None,0,10
SUB-211307,SPOT-111307,Premium Individual,10.99,Credit Card,1,2
SUB-211308,SPOT-111308,Premium Individual,10.99,PayPal,0,15
SUB-211309,SPOT-111309,Premium Individual,10.99,Credit Card,1,2
SUB-211310,SPOT-111310,Free,0.0,None,0,30
SUB-211311,SPOT-111311,Premium Individual,10.99,Credit Card,1,11
SUB-211312,SPOT-111312,Premium Student,5.99,Carrier Billing,1,30
SUB-211313,SPOT-111313,Free,0.0,None,0,11
SUB-211314,SPOT-111314,Premium Individual,10.99,Carrier Billing,1,27
SUB-211315,SPOT-111315,Free,0.0,None,0,22
SUB-211316,SPOT-111316,Free,0.0,None,0,10
SUB-211317,SPOT-111317,Free,0.0,None,0,22
SUB-211318,SPOT-111318,Premium Student,5.99,Gift Card,1,31
SUB-211319,SPOT-111319,Free,0.0,None,0,22
SUB-211320,SPOT-111320,Free,0.0,None,0,19
SUB-211321,SPOT-111321,Premium Duo,14.99,PayPal,1,22
SUB-211322,SPOT-111322,Premium Student,5.99,Credit Card,1,24
SUB-211323,SPOT-111323,Premium Individual,10.99,Credit Card,1,24
SUB-211324,SPOT-111324,Free,0.0,None,0,21
SUB-211325,SPOT-111325,Premium Student,5.99,PayPal,1,8
SUB-211326,SPOT-111326,Premium Individual,10.99,Credit Card,0,25
SUB-211327,SPOT-111327,Free,0.0,None,0,17
SUB-211328,SPOT-111328,Free,0.0,None,0,7
SUB-211329,SPOT-111329,Premium Individual,10.99,PayPal,0,14
SUB-211330,SPOT-111330,Premium Family,17.99,Carrier Billing,1,23
SUB-211331,SPOT-111331,Premium Individual,10.99,PayPal,1,6
SUB-211332,SPOT-111332,Premium Individual,10.99,Credit Card,1,25
SUB-211333,SPOT-111333,Free,0.0,None,0,13
SUB-211334,SPOT-111334,Premium Family,17.99,Credit Card,1,27
SUB-211335,SPOT-111335,Premium Individual,10.99,Credit Card,1,13
SUB-211336,SPOT-111336,Free,0.0,None,0,10
SUB-211337,SPOT-111337,Premium Duo,14.99,PayPal,1,11
SUB-211338,SPOT-111338,Premium Individual,10.99,Gift Card,1,25
SUB-211339,SPOT-111339,Free,0.0,None,0,22
SUB-211340,SPOT-111340,Free,0.0,None,0,21
SUB-211341,SPOT-111341,Premium Family,17.99,Credit Card,0,20
SUB-211342,SPOT-111342,Premium Individual,10.99,Credit Card,1,15
SUB-211343,SPOT-111343,Premium Individual,10.99,Credit Card,1,14
SUB-211344,SPOT-111344,Free,0.0,None,0,3
SUB-211345,SPOT-111345,Free,0.0,None,0,7
SUB-211346,SPOT-111346,Premium Individual,10.99,Credit Card,1,4
SUB-211347,SPOT-111347,Free,0.0,None,0,26
SUB-211348,SPOT-111348,Premium Family,17.99,Carrier Billing,1,16
SUB-211349,SPOT-111349,Free,0.0,None,0,8
SUB-211350,SPOT-111350,Free,0.0,None,0,24
SUB-211351,SPOT-111351,Premium Individual,10.99,PayPal,1,25
SUB-211352,SPOT-111352,Premium Student,5.99,Credit Card,1,27
SUB-211353,SPOT-111353,Premium Student,5.99,PayPal,1,31
SUB-211354,SPOT-111354,Free,0.0,None,0,2
SUB-211355,SPOT-111355,Free,0.0,None,0,13
SUB-211356,SPOT-111356,Free,0.0,None,0,6
SUB-211357,SPOT-111357,Free,0.0,None,0,29
SUB-211358,SPOT-111358,Free,0.0,None,0,24
SUB-211359,SPOT-111359,Premium Family,17.99,PayPal,0,4
SUB-211360,SPOT-111360,Premium Duo,14.99,PayPal,1,6
SUB-211361,SPOT-111361,Free,0.0,None,0,13
SUB-211362,SPOT-111362,Premium Individual,10.99,PayPal,1,29
SUB-211363,SPOT-111363,Premium Family,17.99,Credit Card,0,20
SUB-211364,SPOT-111364,Premium Individual,10.99,PayPal,0,28
SUB-211365,SPOT-111365,Premium Individual,10.99,Credit Card,1,23
SUB-211366,SPOT-111366,Free,0.0,None,0,2
SUB-211367,SPOT-111367,Premium Individual,10.99,Credit Card,1,24
SUB-211368,SPOT-111368,Premium Individual,10.99,Credit Card,1,17
SUB-211369,SPOT-111369,Free,0.0,None,0,18
SUB-211370,SPOT-111370,Free,0.0,None,0,24
SUB-211371,SPOT-111371,Premium Student,5.99,PayPal,0,27
