user_id,is_churn,churn_probability_latent,cancellation_reason
SPOT-112926,0,0.4909,Active
SPOT-112927,0,0.4034,Active
SPOT-112928,0,0.4952,Active
SPOT-112929,0,0.4804,Active
SPOT-112930,0,0.4113,Active
SPOT-112931,0,0.2746,Active
SPOT-112932,0,0.4758,Active
SPOT-112933,0,0.485,Active
SPOT-112934,0,0.3157,Active
SPOT-112935,0,0.207,Active
SPOT-112936,1,0.5828,Too Many Ads
SPOT-112937,0,0.2178,Active
SPOT-112938,0,0.4402,Active
SPOT-112939,1,0.6377,Low Usage / No Time
SPOT-112940,0,0.3839,Active
SPOT-112941,0,0.4136,Active
SPOT-112942,0,0.4265,Active
SPOT-112943,0,0.367,Active
SPOT-112944,0,0.2242,Active
SPOT-112945,0,0.4077,Active
SPOT-112946,0,0.3296,Active
SPOT-112947,0,0.5178,Active
SPOT-112948,0,0.3506,Active
SPOT-112949,0,0.5352,Active
SPOT-112950,1,0.7218,Too Many Ads
SPOT-112951,0,0.3248,Active
SPOT-112952,0,0.3363,Active
SPOT-112953,1,0.6251,Too Many Ads
SPOT-112954,1,0.6637,Price / Cost
SPOT-112955,0,0.4721,Active
SPOT-112956,0,0.2507,Active
SPOT-112957,0,0.1171,Active
SPOT-112958,0,0.3508,Active
SPOT-112959,0,0.2056,Active
SPOT-112960,1,0.6374,Price / Cost
SPOT-112961,0,0.5164,Active
SPOT-112962,0,0.3816,Active
SPOT-112963,0,0.3693,Active
SPOT-112964,0,0.2713,Active
SPOT-112965,0,0.4174,Active
SPOT-112966,0,0.3125,Active
SPOT-112967,0,0.3053,Active
SPOT-112968,1,0.651,Too Many Ads
SPOT-112969,0,0.4268,Active
SPOT-112970,0,0.4974,Active
SPOT-112971,0,0.0468,Active
SPOT-112972,0,0.3276,Active
SPOT-112973,0,0.3044,Active
SPOT-112974,0,0.3047,Active
SPOT-112975,1,0.6379,Switched to Competitor
SPOT-112976,0,0.2739,Active
SPOT-112977,0,0.2681,Active
SPOT-112978,0,0.2714,Active
SPOT-112979,0,0.253,Active
SPOT-112980,0,0.5522,Active
SPOT-112981,0,0.3589,Active
SPOT-112982,0,0.4585,Active
SPOT-112983,0,0.2685,Active
SPOT-112984,1,0.5803,Switched to Competitor
SPOT-112985,0,0.1808,Active
SPOT-112986,1,0.6083,Price / Cost
SPOT-112987,0,0.5139,Active
SPOT-112988,1,0.6793,Switched to Competitor
SPOT-112989,0,0.3011,Active
SPOT-112990,0,0.1701,Active
SPOT-112991,0,0.1259,Active
SPOT-112992,0,0.389,Active
SPOT-112993,0,0.3222,Active
SPOT-112994,0,0.2735,Active
SPOT-112995,0,0.5039,Active
SPOT-112996,0,0.4583,Active
SPOT-112997,1,0.6257,Price / Cost
SPOT-112998,1,0.6219,Price / Cost
SPOT-112999,1,0.6054,Low Usage / No Time
SPOT-113000,0,0.4511,Active
SPOT-113001,0,0.2397,Active
SPOT-113002,0,0.0836,Active
SPOT-113003,0,0.4218,Active
SPOT-113004,0,0.4028,Active
SPOT-113005,0,0.4482,Active
SPOT-113006,0,0.279,Active
SPOT-113007,0,0.4342,Active
SPOT-113008,0,0.3668,Active
SPOT-113009,0,0.3701,Active
SPOT-113010,0,0.4556,Active
SPOT-113011,0,0.2309,Active
SPOT-113012,0,0.4064,Active
SPOT-113013,0,0.3893,Active
SPOT-113014,0,0.18,Active
SPOT-113015,1,0.5807,Price / Cost
SPOT-113016,0,0.2381,Active
SPOT-113017,0,0.2338,Active
SPOT-113018,0,0.1559,Active
SPOT-113019,0,0.5358,Active
SPOT-113020,1,0.6335,Price / Cost
SPOT-113021,0,0.2372,Active
SPOT-113022,0,0.3722,Active
SPOT-113023,0,0.4904,Active
SPOT-113024,0,0.2353,Active
SPOT-113025,1,0.579,Price / Cost
SPOT-113026,0,0.3852,Active
SPOT-113027,0,0.292,Active
SPOT-113028,0,0.5289,Active
SPOT-113029,1,0.5884,Switched to Competitor
SPOT-113030,0,0.5252,Active
SPOT-113031,0,0.1983,Active
SPOT-113032,0,0.281,Active
SPOT-113033,0,0.3843,Active
SPOT-113034,0,0.2907,Active
SPOT-113035,0,0.3931,Active
SPOT-113036,0,0.5191,Active
SPOT-113037,0,0.5421,Active
SPOT-113038,0,0.1824,Active
SPOT-113039,0,0.4931,Active
SPOT-113040,0,0.5347,Active
SPOT-113041,0,0.4683,Active
SPOT-113042,0,0.3649,Active
SPOT-113043,0,0.484,Active
SPOT-113044,0,0.2042,Active
SPOT-113045,0,0.1982,Active
SPOT-113046,1,0.6362,Switched to Competitor
SPOT-113047,0,0.5486,Active
SPOT-113048,0,0.3549,Active
SPOT-113049,0,0.4957,Active
SPOT-113050,0,0.1968,Active
SPOT-113051,0,0.3916,Active
SPOT-113052,1,0.7345,Too Many Ads
SPOT-113053,0,0.5049,Active
SPOT-113054,0,0.4125,Active
SPOT-113055,0,0.478,Active
SPOT-113056,1,0.6925,Price / Cost
SPOT-113057,0,0.3392,Active
SPOT-113058,0,0.239,Active
SPOT-113059,0,0.3347,Active
SPOT-113060,1,0.6783,Low Usage / No Time
SPOT-113061,0,0.2672,Active
SPOT-113062,0,0.3397,Active
SPOT-113063,0,0.4026,Active
SPOT-113064,1,0.6528,Technical Bugs
SPOT-113065,0,0.5241,Active
SPOT-113066,1,0.5724,Price / Cost
SPOT-113067,0,0.2829,Active
SPOT-113068,0,0.3408,Active
SPOT-113069,0,0.5016,Active
SPOT-113070,0,0.2792,Active
SPOT-113071,1,0.5886,Price / Cost
SPOT-113072,0,0.2471,Active
SPOT-113073,0,0.4157,Active
SPOT-113074,0,0.312,Active
SPOT-113075,0,0.4471,Active
SPOT-113076,0,0.2648,Active
SPOT-113077,0,0.4821,Active
SPOT-113078,0,0.5492,Active
SPOT-113079,0,0.3417,Active
SPOT-113080,0,0.2417,Active
SPOT-113081,0,0.5064,Active
SPOT-113082,0,0.5351,Active
SPOT-113083,1,0.5943,Price / Cost
SPOT-113084,0,0.2674,Active
SPOT-113085,1,0.6032,Price / Cost
SPOT-113086,0,0.2996,Active
SPOT-113087,0,0.5022,Active
SPOT-113088,1,0.6524,Price / Cost
SPOT-113089,0,0.3479,Active
SPOT-113090,0,0.1753,Active
SPOT-113091,0,0.4231,Active
SPOT-113092,0,0.3426,Active
SPOT-113093,0,0.4167,Active
SPOT-113094,0,0.2722,Active
SPOT-113095,0,0.5382,Active
SPOT-113096,0,0.1981,Active
SPOT-113097,0,0.3378,Active
SPOT-113098,0,0.3643,Active
SPOT-113099,1,0.6413,Switched to Competitor
SPOT-113100,0,0.1433,Active
SPOT-113101,0,0.4033,Active
SPOT-113102,0,0.5382,Active
SPOT-113103,0,0.4192,Active
SPOT-113104,1,0.6608,Price / Cost
SPOT-113105,0,0.4301,Active
SPOT-113106,0,0.2527,Active
SPOT-113107,0,0.3976,Active
SPOT-113108,0,0.3356,Active
SPOT-113109,0,0.4257,Active
SPOT-113110,0,0.3408,Active
SPOT-113111,0,0.3294,Active
SPOT-113112,1,0.6437,Too Many Ads
SPOT-113113,0,0.1918,Active
SPOT-113114,1,0.7018,Price / Cost
SPOT-113115,0,0.4852,Active
SPOT-113116,0,0.0851,Active
SPOT-113117,0,0.2831,Active
SPOT-113118,1,0.6541,Switched to Competitor
SPOT-113119,0,0.4621,Active
SPOT-113120,0,0.4152,Active
SPOT-113121,0,0.4792,Active
SPOT-113122,0,0.4638,Active
SPOT-113123,0,0.4528,Active
SPOT-113124,0,0.1682,Active
SPOT-113125,1,0.5986,Price / Cost
SPOT-113126,0,0.4836,Active
SPOT-113127,1,0.7357,Price / Cost
SPOT-113128,0,0.5394,Active
SPOT-113129,1,0.7005,Too Many Ads
SPOT-113130,0,0.5402,Active
SPOT-113131,0,0.2748,Active
SPOT-113132,0,0.4895,Active
SPOT-113133,0,0.2551,Active
SPOT-113134,0,0.5285,Active
SPOT-113135,1,0.7481,Technical Bugs
SPOT-113136,0,0.433,Active
SPOT-113137,0,0.3211,Active
SPOT-113138,0,0.4033,Active
SPOT-113139,0,0.2254,Active
SPOT-113140,0,0.4593,Active
SPOT-113141,0,0.3858,Active
SPOT-113142,1,0.6868,Price / Cost
SPOT-113143,1,0.611,Low Usage / No Time
SPOT-113144,0,0.5445,Active
SPOT-113145,0,0.3057,Active
SPOT-113146,0,0.2463,Active
SPOT-113147,0,0.1862,Active
SPOT-113148,0,0.4842,Active
SPOT-113149,0,0.3039,Active
SPOT-113150,0,0.3455,Active
SPOT-113151,1,0.6948,Too Many Ads
SPOT-113152,0,0.5297,Active
SPOT-113153,1,0.6091,Switched to Competitor
SPOT-113154,0,0.2425,Active
SPOT-113155,0,0.1511,Active
SPOT-113156,0,0.41,Active
SPOT-113157,0,0.4366,Active
SPOT-113158,1,0.692,Price / Cost
SPOT-113159,1,0.6735,Too Many Ads
SPOT-113160,0,0.2175,Active
SPOT-113161,0,0.3477,Active
SPOT-113162,1,0.6175,Price / Cost
SPOT-113163,0,0.3877,Active
SPOT-113164,1,0.6558,Low Usage / No Time
SPOT-113165,0,0.4409,Active
SPOT-113166,0,0.4115,Active
SPOT-113167,0,0.2837,Active
SPOT-113168,0,0.4617,Active
SPOT-113169,1,0.7032,Switched to Competitor
SPOT-113170,0,0.2509,Active
SPOT-113171,0,0.4075,Active
SPOT-113172,0,0.422,Active
SPOT-113173,0,0.3123,Active
SPOT-113174,1,0.587,Price / Cost
SPOT-113175,0,0.5567,Active
SPOT-113176,1,0.5748,Price / Cost
SPOT-113177,1,0.6184,Too Many Ads
SPOT-113178,0,0.4025,Active
SPOT-113179,0,0.5323,Active
SPOT-113180,0,0.4729,Active
SPOT-113181,0,0.1431,Active
SPOT-113182,0,0.4864,Active
SPOT-113183,0,0.3539,Active
SPOT-113184,1,0.6088,Price / Cost
SPOT-113185,0,0.3489,Active
SPOT-113186,0,0.4528,Active
SPOT-113187,0,0.3287,Active
SPOT-113188,0,0.3826,Active
SPOT-113189,0,0.1759,Active
SPOT-113190,0,0.3297,Active
SPOT-113191,0,0.1837,Active
SPOT-113192,0,0.5645,Active
SPOT-113193,0,0.4582,Active
SPOT-113194,1,0.783,Too Many Ads
SPOT-113195,0,0.4048,Active
SPOT-113196,0,0.4121,Active
SPOT-113197,0,0.5657,Active
SPOT-113198,0,0.5047,Active
SPOT-113199,0,0.5072,Active
SPOT-113200,0,0.2691,Active
SPOT-113201,1,0.6422,Low Usage / No Time
SPOT-113202,0,0.2324,Active
SPOT-113203,0,0.3432,Active
SPOT-113204,0,0.3223,Active
SPOT-113205,0,0.2476,Active
SPOT-113206,0,0.4515,Active
SPOT-113207,0,0.3899,Active
SPOT-113208,0,0.3175,Active
SPOT-113209,1,0.5772,Switched to Competitor
SPOT-113210,0,0.4248,Active
SPOT-113211,0,0.532,Active
SPOT-113212,1,0.5782,Switched to Competitor
SPOT-113213,0,0.2594,Active
SPOT-113214,0,0.2186,Active
SPOT-113215,1,0.683,Switched to Competitor
SPOT-113216,0,0.3865,Active
SPOT-113217,0,0.3886,Active
SPOT-113218,0,0.1873,Active
SPOT-113219,0,0.4939,Active
SPOT-113220,0,0.2118,Active
SPOT-113221,0,0.3482,Active
SPOT-113222,0,0.3071,Active
SPOT-113223,0,0.1075,Active
SPOT-113224,0,0.2686,Active
SPOT-113225,0,0.3998,Active
SPOT-113226,0,0.5076,Active
SPOT-113227,0,0.3858,Active
SPOT-113228,1,0.5763,Price / Cost
SPOT-113229,0,0.1784,Active
SPOT-113230,0,0.5025,Active
SPOT-113231,0,0.4888,Active
SPOT-113232,1,0.6627,Price / Cost
SPOT-113233,0,0.226,Active
SPOT-113234,0,0.3015,Active
SPOT-113235,0,0.3131,Active
SPOT-113236,0,0.1843,Active
SPOT-113237,0,0.3689,Active
SPOT-113238,0,0.5063,Active
SPOT-113239,1,0.6071,Switched to Competitor
SPOT-113240,1,0.5909,Too Many Ads
SPOT-113241,1,0.6101,Too Many Ads
SPOT-113242,1,0.6473,Price / Cost
SPOT-113243,0,0.1906,Active
SPOT-113244,0,0.4069,Active
SPOT-113245,0,0.2043,Active
SPOT-113246,0,0.5672,Active
SPOT-113247,1,0.598,Price / Cost
SPOT-113248,1,0.6438,Too Many Ads
SPOT-113249,1,0.5957,Price / Cost
SPOT-113250,1,0.6514,Low Usage / No Time
SPOT-113251,1,0.6605,Too Many Ads
SPOT-113252,0,0.2544,Active
SPOT-113253,0,0.2831,Active
SPOT-113254,0,0.514,Active
SPOT-113255,0,0.5536,Active
SPOT-113256,0,0.4762,Active
SPOT-113257,0,0.1377,Active
SPOT-113258,0,0.2755,Active
SPOT-113259,0,0.2478,Active
SPOT-113260,1,0.7085,Price / Cost
SPOT-113261,0,0.4167,Active
SPOT-113262,0,0.4658,Active
SPOT-113263,0,0.3738,Active
SPOT-113264,1,0.594,Too Many Ads
SPOT-113265,0,0.4985,Active
SPOT-113266,1,0.6449,Price / Cost
SPOT-113267,0,0.3419,Active
SPOT-113268,0,0.3155,Active
SPOT-113269,0,0.3887,Active
SPOT-113270,0,0.3241,Active
SPOT-113271,0,0.4591,Active
SPOT-113272,0,0.3236,Active
SPOT-113273,0,0.5385,Active
SPOT-113274,0,0.3721,Active
SPOT-113275,0,0.5117,Active
SPOT-113276,0,0.535,Active
SPOT-113277,0,0.3848,Active
SPOT-113278,0,0.1839,Active
SPOT-113279,0,0.4381,Active
SPOT-113280,0,0.4125,Active
SPOT-113281,1,0.6384,Price / Cost
SPOT-113282,1,0.5734,Price / Cost
SPOT-113283,0,0.1643,Active
SPOT-113284,0,0.5198,Active
SPOT-113285,0,0.155,Active
SPOT-113286,0,0.4007,Active
SPOT-113287,0,0.2353,Active
SPOT-113288,0,0.4029,Active
SPOT-113289,0,0.287,Active
SPOT-113290,0,0.3108,Active
SPOT-113291,0,0.206,Active
SPOT-113292,0,0.2331,Active
SPOT-113293,1,0.8404,Too Many Ads
SPOT-113294,0,0.4069,Active
SPOT-113295,0,0.2795,Active
SPOT-113296,0,0.5371,Active
SPOT-113297,0,0.406,Active
SPOT-113298,0,0.1984,Active
SPOT-113299,0,0.5341,Active
SPOT-113300,0,0.2114,Active
SPOT-113301,0,0.3296,Active
SPOT-113302,0,0.297,Active
SPOT-113303,1,0.6901,Too Many Ads
SPOT-113304,1,0.6188,Switched to Competitor
SPOT-113305,0,0.3754,Active
SPOT-113306,0,0.1586,Active
SPOT-113307,0,0.4218,Active
SPOT-113308,0,0.3045,Active
SPOT-113309,0,0.2386,Active
SPOT-113310,0,0.3175,Active
SPOT-113311,0,0.3273,Active
SPOT-113312,0,0.5174,Active
SPOT-113313,0,0.3188,Active
SPOT-113314,1,0.6946,Price / Cost
SPOT-113315,0,0.3519,Active
SPOT-113316,0,0.4514,Active
SPOT-113317,0,0.3443,Active
SPOT-113318,0,0.4004,Active
SPOT-113319,0,0.2923,Active
SPOT-113320,0,0.4531,Active
SPOT-113321,0,0.264,Active
SPOT-113322,0,0.1925,Active
SPOT-113323,0,0.3698,Active
SPOT-113324,0,0.3601,Active
SPOT-113325,1,0.642,Price / Cost
SPOT-113326,0,0.4642,Active
SPOT-113327,0,0.1951,Active
SPOT-113328,0,0.2193,Active
SPOT-113329,0,0.4688,Active
SPOT-113330,0,0.1979,Active
SPOT-113331,0,0.4137,Active
SPOT-113332,0,0.2748,Active
SPOT-113333,1,0.6711,Price / Cost
SPOT-113334,0,0.5329,Active
SPOT-113335,0,0.3587,Active
SPOT-113336,0,0.3772,Active
SPOT-113337,1,0.681,Price / Cost
SPOT-113338,0,0.4604,Active
SPOT-113339,0,0.4936,Active
SPOT-113340,0,0.305,Active
SPOT-113341,0,0.1688,Active
SPOT-113342,0,0.4602,Active
SPOT-113343,1,0.6657,Price / Cost
SPOT-113344,0,0.278,Active
SPOT-113345,0,0.2491,Active
SPOT-113346,0,0.2216,Active
SPOT-113347,0,0.4631,Active
SPOT-113348,0,0.488,Active
SPOT-113349,0,0.5417,Active
SPOT-113350,1,0.5937,Switched to Competitor
SPOT-113351,0,0.2957,Active
SPOT-113352,0,0.538,Active
SPOT-113353,0,0.2499,Active
SPOT-113354,0,0.1905,Active
SPOT-113355,0,0.2983,Active
SPOT-113356,0,0.0969,Active
SPOT-113357,0,0.3792,Active
SPOT-113358,0,0.4167,Active
SPOT-113359,0,0.2531,Active
SPOT-113360,1,0.7196,Price / Cost
SPOT-113361,0,0.4038,Active
SPOT-113362,0,0.2848,Active
SPOT-113363,0,0.3265,Active
SPOT-113364,1,0.5784,Too Many Ads
SPOT-113365,0,0.4398,Active
SPOT-113366,0,0.4641,Active
SPOT-113367,0,0.4846,Active
SPOT-113368,1,0.584,Low Usage / No Time
SPOT-113369,0,0.5461,Active
SPOT-113370,1,0.6042,Price / Cost
SPOT-113371,0,0.4785,Active
SPOT-113372,0,0.2546,Active
SPOT-113373,0,0.3656,Active
SPOT-113374,0,0.3962,Active
SPOT-113375,1,0.6425,Price / Cost
SPOT-113376,0,0.2732,Active
SPOT-113377,1,0.5865,Price / Cost
SPOT-113378,0,0.4154,Active
SPOT-113379,1,0.698,Low Usage / No Time
SPOT-113380,0,0.1727,Active
SPOT-113381,0,0.4385,Active
SPOT-113382,0,0.3592,Active
SPOT-113383,0,0.5599,Active
SPOT-113384,1,0.7891,Low Usage / No Time
SPOT-113385,0,0.3672,Active
SPOT-113386,0,0.2938,Active
SPOT-113387,0,0.4082,Active
SPOT-113388,0,0.456,Active
SPOT-113389,0,0.3738,Active
SPOT-113390,1,0.6564,Price / Cost
SPOT-113391,0,0.4243,Active
SPOT-113392,0,0.3348,Active
SPOT-113393,0,0.3643,Active
SPOT-113394,0,0.3446,Active
SPOT-113395,1,0.5771,Too Many Ads
SPOT-113396,1,0.7135,Switched to Competitor
SPOT-113397,0,0.4793,Active
SPOT-113398,0,0.4956,Active
SPOT-113399,0,0.2486,Active
SPOT-113400,1,0.5852,Price / Cost
SPOT-113401,0,0.3104,Active
SPOT-113402,1,0.6367,Too Many Ads
SPOT-113403,0,0.2866,Active
SPOT-113404,0,0.5547,Active
SPOT-113405,0,0.3827,Active
SPOT-113406,0,0.2892,Active
SPOT-113407,0,0.5264,Active
SPOT-113408,0,0.2592,Active
SPOT-113409,0,0.469,Active
SPOT-113410,0,0.4998,Active
SPOT-113411,0,0.5448,Active
SPOT-113412,0,0.4506,Active
SPOT-113413,1,0.6307,Too Many Ads
SPOT-113414,0,0.5061,Active
SPOT-113415,0,0.3637,Active
SPOT-113416,1,0.6217,Too Many Ads
SPOT-113417,0,0.3768,Active
SPOT-113418,0,0.5075,Active
SPOT-113419,1,0.6819,Too Many Ads
SPOT-113420,0,0.4689,Active
SPOT-113421,0,0.478,Active
SPOT-113422,0,0.3298,Active
SPOT-113423,0,0.2605,Active
SPOT-113424,1,0.6121,Switched to Competitor
SPOT-113425,0,0.1782,Active
SPOT-113426,0,0.4754,Active
SPOT-113427,0,0.4808,Active
SPOT-113428,0,0.1459,Active
SPOT-113429,0,0.245,Active
SPOT-113430,0,0.199,Active
SPOT-113431,0,0.3753,Active
SPOT-113432,0,0.4356,Active
SPOT-113433,1,0.578,Low Usage / No Time
SPOT-113434,0,0.5297,Active
SPOT-113435,0,0.3434,Active
SPOT-113436,0,0.3742,Active
SPOT-113437,0,0.2821,Active
SPOT-113438,0,0.2596,Active
SPOT-113439,0,0.2107,Active
SPOT-113440,0,0.3949,Active
SPOT-113441,0,0.2875,Active
SPOT-113442,0,0.4199,Active
SPOT-113443,0,0.5091,Active
SPOT-113444,0,0.545,Active
SPOT-113445,1,0.6541,Price / Cost
SPOT-113446,1,0.7536,Price / Cost
SPOT-113447,0,0.3669,Active
SPOT-113448,0,0.3053,Active
SPOT-113449,0,0.4448,Active
SPOT-113450,0,0.4486,Active
SPOT-113451,0,0.4035,Active
SPOT-113452,0,0.4539,Active
SPOT-113453,0,0.2762,Active
SPOT-113454,1,0.5776,Too Many Ads
SPOT-113455,0,0.4869,Active
SPOT-113456,0,0.4261,Active
SPOT-113457,0,0.4378,Active
SPOT-113458,1,0.5921,Too Many Ads
SPOT-113459,1,0.6333,Low Usage / No Time
SPOT-113460,0,0.4316,Active
SPOT-113461,1,0.6145,Price / Cost
SPOT-113462,0,0.4092,Active
SPOT-113463,1,0.6593,Too Many Ads
SPOT-113464,0,0.5136,Active
SPOT-113465,1,0.691,Price / Cost
SPOT-113466,0,0.1205,Active
SPOT-113467,0,0.3973,Active
SPOT-113468,0,0.184,Active
SPOT-113469,0,0.2324,Active
SPOT-113470,0,0.3945,Active
SPOT-113471,0,0.5477,Active
SPOT-113472,1,0.6187,Price / Cost
SPOT-113473,0,0.3829,Active
SPOT-113474,1,0.7146,Too Many Ads
SPOT-113475,1,0.7045,Low Usage / No Time
SPOT-113476,0,0.3346,Active
SPOT-113477,0,0.5277,Active
SPOT-113478,0,0.4242,Active
SPOT-113479,0,0.5134,Active
SPOT-113480,0,0.2722,Active
SPOT-113481,0,0.3028,Active
SPOT-113482,0,0.3768,Active
SPOT-113483,0,0.3872,Active
SPOT-113484,0,0.2559,Active
SPOT-113485,0,0.4404,Active
SPOT-113486,1,0.6343,Price / Cost
SPOT-113487,0,0.2094,Active
SPOT-113488,0,0.4931,Active
SPOT-113489,0,0.4068,Active
SPOT-113490,0,0.3849,Active
SPOT-113491,0,0.3029,Active
SPOT-113492,1,0.7748,Low Usage / No Time
SPOT-113493,0,0.3682,Active
SPOT-113494,0,0.5267,Active
SPOT-113495,0,0.5011,Active
SPOT-113496,1,0.5816,Switched to Competitor
SPOT-113497,0,0.3742,Active
SPOT-113498,1,0.6204,Too Many Ads
SPOT-113499,0,0.5203,Active
SPOT-113500,1,0.5954,Switched to Competitor
SPOT-113501,0,0.287,Active
SPOT-113502,0,0.297,Active
SPOT-113503,0,0.3593,Active
SPOT-113504,0,0.0981,Active
SPOT-113505,0,0.4923,Active
SPOT-113506,0,0.3135,Active
SPOT-113507,1,0.5898,Price / Cost
SPOT-113508,0,0.2268,Active
SPOT-113509,0,0.2927,Active
SPOT-113510,1,0.5989,Too Many Ads
SPOT-113511,0,0.2926,Active
SPOT-113512,0,0.2849,Active
SPOT-113513,0,0.4176,Active
SPOT-113514,0,0.3206,Active
SPOT-113515,0,0.2652,Active
SPOT-113516,0,0.2821,Active
SPOT-113517,0,0.3762,Active
SPOT-113518,1,0.6841,Price / Cost
SPOT-113519,0,0.4388,Active
SPOT-113520,0,0.4293,Active
SPOT-113521,0,0.292,Active
SPOT-113522,1,0.6423,Switched to Competitor
SPOT-113523,0,0.2689,Active
SPOT-113524,0,0.3204,Active
SPOT-113525,0,0.2521,Active
SPOT-113526,0,0.2292,Active
SPOT-113527,0,0.3414,Active
SPOT-113528,0,0.4364,Active
SPOT-113529,0,0.5407,Active
SPOT-113530,0,0.164,Active
SPOT-113531,0,0.3842,Active
SPOT-113532,0,0.4074,Active
SPOT-113533,1,0.653,Low Usage / No Time
SPOT-113534,0,0.3712,Active
SPOT-113535,0,0.2177,Active
SPOT-113536,0,0.2739,Active
SPOT-113537,1,0.6644,Low Usage / No Time
SPOT-113538,0,0.2019,Active
SPOT-113539,0,0.3123,Active
SPOT-113540,1,0.5708,Price / Cost
SPOT-113541,0,0.367,Active
SPOT-113542,0,0.543,Active
SPOT-113543,0,0.4582,Active
SPOT-113544,1,0.6122,Technical Bugs
SPOT-113545,0,0.4375,Active
SPOT-113546,0,0.5174,Active
SPOT-113547,1,0.603,Too Many Ads
SPOT-113548,0,0.4164,Active
SPOT-113549,0,0.5239,Active
SPOT-113550,0,0.5661,Active
SPOT-113551,0,0.4147,Active
SPOT-113552,1,0.6226,Price / Cost
SPOT-113553,0,0.255,Active
SPOT-113554,0,0.3675,Active
SPOT-113555,0,0.3319,Active
SPOT-113556,0,0.3464,Active
SPOT-113557,1,0.768,Price / Cost
SPOT-113558,0,0.3516,Active
SPOT-113559,0,0.282,Active
SPOT-113560,0,0.5675,Active
SPOT-113561,0,0.5458,Active
SPOT-113562,0,0.5367,Active
SPOT-113563,0,0.4329,Active
SPOT-113564,1,0.5928,Too Many Ads
SPOT-113565,0,0.4128,Active
SPOT-113566,1,0.6348,Too Many Ads
SPOT-113567,0,0.3437,Active
SPOT-113568,0,0.2013,Active
SPOT-113569,0,0.3596,Active
SPOT-113570,1,0.6104,Price / Cost
SPOT-113571,0,0.2026,Active
SPOT-113572,0,0.4996,Active
SPOT-113573,0,0.5413,Active
SPOT-113574,0,0.4083,Active
SPOT-113575,1,0.6135,Low Usage / No Time
SPOT-113576,0,0.477,Active
SPOT-113577,0,0.434,Active
SPOT-113578,0,0.362,Active
SPOT-113579,0,0.3327,Active
SPOT-113580,0,0.3563,Active
SPOT-113581,0,0.5163,Active
SPOT-113582,0,0.4277,Active
SPOT-113583,0,0.2374,Active
SPOT-113584,0,0.3627,Active
SPOT-113585,1,0.6553,Low Usage / No Time
SPOT-113586,0,0.3506,Active
SPOT-113587,0,0.4582,Active
SPOT-113588,1,0.606,Price / Cost
SPOT-113589,0,0.1833,Active
SPOT-113590,0,0.4377,Active
SPOT-113591,0,0.4045,Active
SPOT-113592,0,0.2209,Active
SPOT-113593,0,0.2277,Active
SPOT-113594,1,0.5923,Price / Cost
SPOT-113595,0,0.1568,Active
SPOT-113596,0,0.2684,Active
SPOT-113597,0,0.2582,Active
SPOT-113598,0,0.4141,Active
SPOT-113599,0,0.4836,Active
SPOT-113600,0,0.4243,Active
SPOT-113601,1,0.7149,Price / Cost
SPOT-113602,0,0.2459,Active
SPOT-113603,0,0.4438,Active
SPOT-113604,0,0.198,Active
SPOT-113605,0,0.5584,Active
SPOT-113606,0,0.4451,Active
SPOT-113607,1,0.699,Low Usage / No Time
SPOT-113608,0,0.1237,Active
SPOT-113609,1,0.6495,Price / Cost
SPOT-113610,1,0.6441,Price / Cost
SPOT-113611,0,0.3206,Active
SPOT-113612,0,0.4508,Active
SPOT-113613,0,0.2838,Active
SPOT-113614,1,0.574,Low Usage / No Time
SPOT-113615,0,0.2625,Active
SPOT-113616,0,0.3675,Active
SPOT-113617,0,0.4251,Active
SPOT-113618,0,0.2832,Active
SPOT-113619,0,0.2399,Active
SPOT-113620,0,0.1038,Active
SPOT-113621,0,0.4649,Active
SPOT-113622,0,0.3855,Active
SPOT-113623,0,0.2626,Active
SPOT-113624,0,0.4919,Active
SPOT-113625,0,0.448,Active
SPOT-113626,1,0.5913,Too Many Ads
SPOT-113627,1,0.6137,Price / Cost
SPOT-113628,0,0.2502,Active
SPOT-113629,0,0.1989,Active
SPOT-113630,0,0.5221,Active
SPOT-113631,0,0.3171,Active
SPOT-113632,1,0.6241,Switched to Competitor
SPOT-113633,0,0.4783,Active
SPOT-113634,0,0.3926,Active
SPOT-113635,0,0.1551,Active
SPOT-113636,0,0.2159,Active
SPOT-113637,0,0.4436,Active
SPOT-113638,1,0.6138,Technical Bugs
SPOT-113639,0,0.2658,Active
SPOT-113640,0,0.4494,Active
SPOT-113641,1,0.6727,Low Usage / No Time
SPOT-113642,0,0.1722,Active
SPOT-113643,0,0.4038,Active
SPOT-113644,0,0.5627,Active
SPOT-113645,0,0.4112,Active
SPOT-113646,1,0.5797,Switched to Competitor
SPOT-113647,0,0.5538,Active
SPOT-113648,1,0.6388,Technical Bugs
SPOT-113649,0,0.5247,Active
SPOT-113650,0,0.3907,Active
SPOT-113651,0,0.5573,Active
SPOT-113652,0,0.3876,Active
SPOT-113653,0,0.5283,Active
SPOT-113654,0,0.3322,Active
SPOT-113655,1,0.5882,Low Usage / No Time
SPOT-113656,1,0.6824,Too Many Ads
SPOT-113657,0,0.3547,Active
SPOT-113658,0,0.4603,Active
SPOT-113659,0,0.5573,Active
SPOT-113660,0,0.4148,Active
SPOT-113661,0,0.2151,Active
SPOT-113662,1,0.6217,Switched to Competitor
SPOT-113663,0,0.3713,Active
