user_id,preferred_device,avg_daily_listening_hours,avg_daily_tracks,avg_daily_skips,skip_rate,weekly_ads_listened,podcast_share,playlists_created,active_days_last_30d
SPOT-115022,Smart Speaker,1.4,25,4,0.1729,0,0.219,6,22
SPOT-115023,Mobile,5.56,100,9,0.0992,0,0.156,3,25
SPOT-115024,Smart Speaker,0.73,13,6,0.4843,22,0.223,3,8
SPOT-115025,Desktop,1.31,23,1,0.0824,41,0.282,3,27
SPOT-115026,Web Player,1.51,27,4,0.1586,47,0.107,2,21
SPOT-115027,Mobile,1.1,19,7,0.3833,34,0.257,4,21
SPOT-115028,Mobile,6.14,110,65,0.5975,0,0.084,1,19
SPOT-115029,Smart Speaker,4.7,84,41,0.4887,0,0.422,3,24
SPOT-115030,Smart Speaker,1.28,22,3,0.1745,0,0.439,5,22
SPOT-115031,Mobile,2.02,36,13,0.38,63,0.397,3,24
SPOT-115032,Desktop,3.75,67,22,0.3332,0,0.001,9,21
SPOT-115033,Mobile,1.57,28,4,0.1603,0,0.037,3,25
SPOT-115034,Mobile,1.8,32,16,0.5221,0,0.332,8,23
SPOT-115035,Web Player,4.49,80,0,0.01,0,0.425,6,25
SPOT-115036,Mobile,4.49,80,12,0.1521,0,0.353,10,24
SPOT-115037,Mobile,3.19,57,20,0.3584,0,0.089,5,21
SPOT-115038,Web Player,4.46,80,22,0.2852,0,0.281,8,25
SPOT-115039,Mobile,2.68,48,18,0.3825,84,0.302,1,16
SPOT-115040,Mobile,2.12,38,16,0.4466,66,0.098,2,26
SPOT-115041,Desktop,3.9,70,22,0.328,0,0.368,3,25
SPOT-115042,Web Player,6.14,110,35,0.3243,0,0.357,7,21
SPOT-115043,Smart Speaker,3.36,60,15,0.2584,0,0.276,5,21
SPOT-115044,Mobile,1.4,25,8,0.327,0,0.201,11,25
SPOT-115045,Web Player,4.44,79,22,0.2903,0,0.257,4,20
SPOT-115046,Mobile,1.04,18,2,0.1296,0,0.236,6,21
SPOT-115047,Mobile,5.79,104,37,0.3571,0,0.1,4,21
SPOT-115048,Mobile,1.44,25,8,0.3349,0,0.341,4,20
SPOT-115049,Connected Car,5.68,102,30,0.299,0,0.422,12,24
SPOT-115050,Mobile,3.11,56,11,0.2112,98,0.223,2,22
SPOT-115051,Mobile,1.98,35,10,0.3052,62,0.271,2,25
SPOT-115052,Desktop,4.03,72,1,0.0144,0,0.721,8,22
SPOT-115053,Mobile,4.05,72,12,0.1714,127,0.128,0,19
SPOT-115054,Mobile,2.17,39,14,0.375,0,0.669,4,21
SPOT-115055,Mobile,4.64,83,17,0.2106,0,0.407,5,22
SPOT-115056,Desktop,1.9,34,25,0.7416,60,0.108,1,14
SPOT-115057,Smart Speaker,1.48,26,9,0.3657,46,0.088,1,13
SPOT-115058,Mobile,2.88,51,13,0.2664,90,0.472,0,9
SPOT-115059,Mobile,4.96,89,23,0.2591,156,0.002,2,25
SPOT-115060,Mobile,9.0,161,13,0.0853,0,0.08,9,19
SPOT-115061,Mobile,0.39,7,1,0.2782,12,0.569,3,23
SPOT-115062,Mobile,1.71,30,6,0.2033,53,0.02,2,24
SPOT-115063,Mobile,2.35,42,7,0.175,0,0.421,5,24
SPOT-115064,Mobile,0.92,16,5,0.3354,29,0.43,2,13
SPOT-115065,Mobile,1.95,35,8,0.2305,0,0.086,7,24
SPOT-115066,Mobile,2.28,41,12,0.3145,71,0.319,0,8
SPOT-115067,Mobile,5.19,93,35,0.3863,0,0.234,7,26
SPOT-115068,Desktop,2.79,50,7,0.1521,0,0.124,6,21
SPOT-115069,Mobile,3.12,56,17,0.306,98,0.188,1,25
SPOT-115070,Mobile,3.33,60,25,0.419,105,0.75,1,24
SPOT-115071,Smart Speaker,2.57,46,22,0.4855,80,0.749,3,24
SPOT-115072,Mobile,1.88,33,15,0.4741,59,0.046,1,10
SPOT-115073,Mobile,0.32,5,0,0.1494,0,0.168,9,24
SPOT-115074,Mobile,2.37,42,6,0.146,0,0.326,6,22
SPOT-115075,Smart Speaker,0.84,15,7,0.4912,26,0.017,2,9
SPOT-115076,Mobile,1.73,31,17,0.5796,0,0.105,6,22
SPOT-115077,Connected Car,4.48,80,35,0.4388,0,0.153,8,27
SPOT-115078,Smart Speaker,1.51,27,1,0.0717,47,0.486,4,24
SPOT-115079,Mobile,1.8,32,2,0.0928,56,0.139,1,12
SPOT-115080,Mobile,2.04,36,18,0.5159,64,0.363,2,10
SPOT-115081,Mobile,1.81,32,9,0.2925,0,0.489,4,23
SPOT-115082,Desktop,1.5,27,10,0.3997,47,0.344,1,12
SPOT-115083,Mobile,3.58,64,38,0.5945,112,0.441,5,26
SPOT-115084,Mobile,0.24,4,2,0.6025,7,0.612,1,9
SPOT-115085,Mobile,0.76,13,5,0.4378,23,0.415,2,21
SPOT-115086,Mobile,1.54,27,2,0.0921,48,0.252,0,22
SPOT-115087,Mobile,1.68,30,9,0.321,52,0.062,1,22
SPOT-115088,Mobile,3.43,61,18,0.3091,0,0.355,3,25
SPOT-115089,Mobile,1.65,29,17,0.6122,51,0.349,0,10
SPOT-115090,Web Player,2.19,39,6,0.175,0,0.342,10,23
SPOT-115091,Web Player,1.75,31,10,0.3505,0,0.018,6,24
SPOT-115092,Mobile,1.6,28,6,0.2192,50,0.296,3,23
SPOT-115093,Mobile,8.25,148,10,0.0707,0,0.225,10,22
SPOT-115094,Mobile,3.47,62,11,0.1888,0,0.524,5,24
SPOT-115095,Mobile,2.12,38,10,0.283,66,0.215,3,18
SPOT-115096,Mobile,1.41,25,11,0.4669,0,0.357,10,25
SPOT-115097,Mobile,1.41,25,1,0.0778,0,0.095,5,24
SPOT-115098,Mobile,2.53,45,7,0.173,0,0.257,6,24
SPOT-115099,Mobile,2.37,42,30,0.7304,74,0.8,4,10
SPOT-115100,Desktop,0.5,9,0,0.0497,15,0.069,3,9
SPOT-115101,Smart Speaker,3.06,55,24,0.4403,96,0.611,1,23
SPOT-115102,Smart Speaker,4.58,82,14,0.1801,0,0.35,1,24
SPOT-115103,Mobile,3.89,70,4,0.0648,0,0.094,4,22
SPOT-115104,Mobile,3.55,63,27,0.4403,0,0.667,8,20
SPOT-115105,Web Player,9.32,167,26,0.1577,0,0.53,2,19
SPOT-115106,Mobile,1.33,23,4,0.1858,41,0.165,2,6
SPOT-115107,Mobile,2.8,50,8,0.1689,88,0.191,3,23
SPOT-115108,Connected Car,3.95,71,24,0.3386,124,0.305,2,21
SPOT-115109,Desktop,1.82,32,3,0.0996,0,0.467,13,24
SPOT-115110,Desktop,2.58,46,5,0.1122,0,0.548,6,22
SPOT-115111,Mobile,1.93,34,13,0.3833,0,0.323,4,22
SPOT-115112,Mobile,1.4,25,11,0.4593,0,0.311,7,19
SPOT-115113,Desktop,1.98,35,3,0.0867,62,0.503,0,22
SPOT-115114,Mobile,2.47,44,4,0.1103,77,0.167,3,8
SPOT-115115,Smart Speaker,0.92,16,3,0.2056,0,0.33,6,17
SPOT-115116,Mobile,1.66,29,1,0.0515,0,0.364,4,22
SPOT-115117,Mobile,2.06,37,5,0.1512,0,0.259,6,22
SPOT-115118,Mobile,5.01,90,17,0.193,0,0.077,4,23
SPOT-115119,Mobile,2.71,48,8,0.1787,0,0.366,4,19
SPOT-115120,Mobile,0.6,10,6,0.6608,18,0.226,1,7
SPOT-115121,Web Player,4.44,79,10,0.1361,0,0.282,3,24
SPOT-115122,Desktop,2.45,44,29,0.6679,77,0.519,4,23
SPOT-115123,Mobile,1.34,24,7,0.3252,42,0.304,2,24
SPOT-115124,Mobile,2.83,50,47,0.95,89,0.245,1,10
SPOT-115125,Smart Speaker,3.09,55,11,0.209,97,0.159,6,19
SPOT-115126,Mobile,0.67,12,3,0.3111,0,0.278,7,17
SPOT-115127,Smart Speaker,1.49,26,1,0.0684,0,0.399,4,7
SPOT-115128,Desktop,2.25,40,21,0.5403,70,0.641,4,10
SPOT-115129,Mobile,2.4,43,10,0.2422,0,0.231,9,26
SPOT-115130,Connected Car,0.95,17,8,0.4921,0,0.288,7,23
SPOT-115131,Mobile,4.17,74,16,0.2194,0,0.15,8,22
SPOT-115132,Mobile,0.58,10,2,0.2348,0,0.164,11,22
SPOT-115133,Mobile,1.03,18,3,0.1706,32,0.598,2,9
SPOT-115134,Smart Speaker,7.29,131,78,0.6023,0,0.246,3,20
SPOT-115135,Desktop,3.7,66,31,0.4778,116,0.291,4,21
SPOT-115136,Connected Car,2.51,45,35,0.7947,78,0.38,0,12
SPOT-115137,Mobile,2.64,47,24,0.5185,0,0.423,6,21
SPOT-115138,Mobile,5.65,101,33,0.3317,0,0.24,3,18
SPOT-115139,Desktop,1.5,27,7,0.2952,47,0.153,0,14
SPOT-115140,Mobile,1.2,21,2,0.1097,37,0.419,3,26
SPOT-115141,Mobile,1.45,26,4,0.1785,0,0.029,10,19
SPOT-115142,Mobile,1.23,22,7,0.3592,38,0.025,2,23
SPOT-115143,Desktop,0.36,6,1,0.1788,11,0.21,1,24
SPOT-115144,Mobile,2.08,37,15,0.4324,65,0.209,2,12
SPOT-115145,Desktop,4.8,86,10,0.1243,0,0.53,7,19
SPOT-115146,Mobile,0.92,16,1,0.0858,0,0.227,7,25
SPOT-115147,Connected Car,2.26,40,12,0.3204,0,0.472,7,22
SPOT-115148,Mobile,3.22,57,9,0.1742,0,0.052,3,22
SPOT-115149,Mobile,1.88,33,14,0.4421,59,0.208,0,14
SPOT-115150,Mobile,1.52,27,5,0.2,47,0.029,4,20
SPOT-115151,Mobile,0.95,17,6,0.3702,29,0.224,1,23
SPOT-115152,Mobile,0.64,11,1,0.1041,20,0.097,2,10
SPOT-115153,Mobile,0.68,12,1,0.0872,21,0.075,3,21
SPOT-115154,Mobile,3.05,54,13,0.2592,0,0.163,5,24
SPOT-115155,Mobile,7.31,131,32,0.2462,0,0.517,10,25
SPOT-115156,Mobile,4.42,79,40,0.5157,0,0.406,3,24
SPOT-115157,Mobile,4.49,80,5,0.0669,0,0.056,7,24
SPOT-115158,Desktop,4.48,80,43,0.5436,141,0.356,5,20
SPOT-115159,Mobile,4.46,80,15,0.1967,0,0.727,3,21
SPOT-115160,Smart Speaker,3.21,57,2,0.0459,101,0.067,2,18
SPOT-115161,Mobile,3.97,71,19,0.2766,0,0.352,4,24
SPOT-115162,Mobile,0.4,7,3,0.4665,12,0.093,1,12
SPOT-115163,Smart Speaker,1.9,34,3,0.116,59,0.061,1,11
SPOT-115164,Mobile,2.04,36,0,0.01,0,0.211,8,26
SPOT-115165,Mobile,1.06,19,4,0.233,0,0.027,5,26
SPOT-115166,Mobile,5.4,97,24,0.2485,0,0.138,12,19
SPOT-115167,Mobile,2.86,51,1,0.031,89,0.077,2,23
SPOT-115168,Smart Speaker,5.6,100,2,0.023,0,0.445,11,18
SPOT-115169,Smart Speaker,4.94,88,5,0.0588,0,0.268,6,20
SPOT-115170,Mobile,4.47,80,25,0.3138,0,0.018,4,22
SPOT-115171,Mobile,8.6,154,19,0.124,0,0.354,9,26
SPOT-115172,Smart Speaker,3.16,56,26,0.4643,99,0.136,2,21
SPOT-115173,Mobile,6.88,123,25,0.2069,0,0.331,6,19
SPOT-115174,Mobile,3.15,56,36,0.649,0,0.159,5,22
SPOT-115175,Smart Speaker,6.59,118,32,0.2784,0,0.308,8,20
SPOT-115176,Mobile,6.0,107,52,0.4929,0,0.155,4,18
SPOT-115177,Desktop,2.96,53,24,0.4611,0,0.489,2,22
SPOT-115178,Mobile,0.68,12,3,0.2915,0,0.191,3,13
SPOT-115179,Mobile,1.88,33,16,0.5123,59,0.232,4,19
SPOT-115180,Mobile,3.69,66,11,0.1676,0,0.262,8,23
SPOT-115181,Mobile,4.98,89,55,0.6191,0,0.136,3,25
SPOT-115182,Mobile,2.63,47,14,0.3084,82,0.396,1,10
SPOT-115183,Mobile,1.75,31,6,0.2256,55,0.336,3,20
SPOT-115184,Smart Speaker,4.18,75,0,0.0119,0,0.034,3,24
SPOT-115185,Mobile,1.51,27,20,0.7557,47,0.158,5,10
SPOT-115186,Mobile,3.03,54,9,0.1735,95,0.078,0,11
SPOT-115187,Mobile,3.9,70,15,0.2161,122,0.338,2,8
SPOT-115188,Mobile,3.84,69,17,0.255,120,0.459,0,24
SPOT-115189,Mobile,0.8,14,3,0.2384,25,0.25,1,23
SPOT-115190,Mobile,1.63,29,9,0.3312,0,0.383,2,23
SPOT-115191,Mobile,0.39,7,2,0.4033,12,0.093,1,8
SPOT-115192,Desktop,2.7,48,11,0.2492,0,0.223,7,20
SPOT-115193,Mobile,1.85,33,14,0.4262,58,0.022,3,23
SPOT-115194,Mobile,2.85,51,13,0.2624,89,0.332,1,27
SPOT-115195,Mobile,3.97,71,27,0.3923,0,0.226,7,21
SPOT-115196,Mobile,1.47,26,1,0.0572,46,0.15,3,23
SPOT-115197,Smart Speaker,1.82,32,9,0.3106,0,0.099,6,19
SPOT-115198,Mobile,2.02,36,16,0.4494,0,0.542,7,25
SPOT-115199,Mobile,2.35,42,4,0.1114,0,0.03,4,21
SPOT-115200,Mobile,0.74,13,3,0.2359,0,0.185,4,23
SPOT-115201,Mobile,3.81,68,12,0.18,0,0.258,5,24
SPOT-115202,Mobile,1.2,21,3,0.174,37,0.328,0,13
SPOT-115203,Mobile,1.46,26,3,0.1257,45,0.196,2,21
SPOT-115204,Desktop,3.6,64,3,0.053,113,0.466,1,10
SPOT-115205,Web Player,0.39,7,1,0.2682,0,0.374,5,24
SPOT-115206,Mobile,3.09,55,24,0.4522,0,0.256,6,23
SPOT-115207,Mobile,2.57,46,16,0.3487,0,0.205,7,20
SPOT-115208,Mobile,4.11,74,25,0.3507,0,0.553,9,21
SPOT-115209,Web Player,2.5,44,11,0.2612,0,0.359,9,21
SPOT-115210,Mobile,1.87,33,13,0.411,0,0.099,5,19
SPOT-115211,Mobile,1.59,28,18,0.6436,50,0.133,2,21
SPOT-115212,Mobile,3.62,65,38,0.5982,113,0.059,1,26
SPOT-115213,Smart Speaker,3.48,62,27,0.4392,0,0.21,3,22
SPOT-115214,Desktop,2.09,37,4,0.1211,0,0.238,4,20
SPOT-115215,Mobile,0.63,11,7,0.7251,19,0.146,2,9
SPOT-115216,Connected Car,0.99,17,2,0.1668,31,0.337,3,9
SPOT-115217,Mobile,2.07,37,0,0.0215,0,0.751,4,25
SPOT-115218,Mobile,2.47,44,12,0.2748,77,0.052,1,25
SPOT-115219,Mobile,2.74,49,13,0.2686,0,0.047,6,19
SPOT-115220,Mobile,3.3,59,25,0.4297,103,0.03,3,18
SPOT-115221,Desktop,3.42,61,31,0.517,0,0.083,9,23
SPOT-115222,Mobile,1.55,27,22,0.8403,48,0.252,2,16
SPOT-115223,Mobile,0.72,12,1,0.1273,0,0.403,9,21
SPOT-115224,Desktop,2.84,51,7,0.1443,89,0.449,1,24
SPOT-115225,Smart Speaker,1.17,21,8,0.4117,0,0.357,5,21
SPOT-115226,Mobile,2.82,50,7,0.1475,0,0.173,8,19
SPOT-115227,Smart Speaker,3.24,58,16,0.2854,102,0.33,4,24
SPOT-115228,Mobile,1.77,31,2,0.0944,0,0.163,8,24
SPOT-115229,Mobile,3.8,68,11,0.173,0,0.38,6,24
SPOT-115230,Mobile,1.61,28,9,0.3262,50,0.433,1,22
SPOT-115231,Mobile,1.26,22,3,0.1776,39,0.076,2,24
SPOT-115232,Mobile,1.82,32,3,0.1119,0,0.094,8,22
SPOT-115233,Desktop,3.32,59,17,0.2968,0,0.116,7,23
SPOT-115234,Smart Speaker,4.11,74,19,0.2619,0,0.2,5,22
SPOT-115235,Mobile,0.5,9,2,0.2914,15,0.101,2,23
SPOT-115236,Mobile,3.69,66,9,0.1386,116,0.301,3,23
SPOT-115237,Mobile,2.4,43,29,0.6805,0,0.103,2,10
SPOT-115238,Desktop,2.81,50,19,0.3956,88,0.157,2,24
SPOT-115239,Web Player,1.05,18,10,0.5561,33,0.357,2,12
SPOT-115240,Smart Speaker,4.52,81,18,0.2246,0,0.433,8,25
SPOT-115241,Desktop,1.84,33,23,0.6987,57,0.509,3,11
SPOT-115242,Connected Car,3.03,54,8,0.1546,0,0.42,6,23
SPOT-115243,Mobile,1.84,33,1,0.0467,0,0.512,5,24
SPOT-115244,Desktop,3.33,60,47,0.7848,105,0.281,1,10
SPOT-115245,Smart Speaker,2.23,40,17,0.4442,70,0.107,3,27
SPOT-115246,Mobile,3.32,59,14,0.2413,104,0.638,1,12
SPOT-115247,Mobile,3.67,66,11,0.1763,0,0.122,7,17
SPOT-115248,Mobile,1.35,24,4,0.1692,42,0.392,5,27
SPOT-115249,Mobile,3.93,70,34,0.4861,0,0.144,6,23
SPOT-115250,Desktop,0.42,7,3,0.4338,13,0.194,2,7
SPOT-115251,Web Player,4.11,74,14,0.1947,0,0.003,8,25
SPOT-115252,Mobile,0.79,14,7,0.5183,24,0.058,4,20
SPOT-115253,Web Player,4.19,75,12,0.1677,0,0.31,9,25
SPOT-115254,Desktop,2.62,47,7,0.1549,0,0.445,6,24
SPOT-115255,Mobile,4.06,73,10,0.1416,0,0.24,6,26
SPOT-115256,Smart Speaker,4.7,84,21,0.2586,0,0.194,4,25
SPOT-115257,Desktop,0.74,13,5,0.4067,23,0.453,0,13
SPOT-115258,Mobile,4.08,73,16,0.2208,0,0.576,8,21
SPOT-115259,Mobile,0.84,15,1,0.1234,0,0.335,3,17
SPOT-115260,Mobile,2.46,44,11,0.2585,0,0.217,5,21
SPOT-115261,Desktop,1.95,35,3,0.1097,0,0.466,4,21
SPOT-115262,Mobile,0.33,5,0,0.1937,10,0.158,3,25
SPOT-115263,Mobile,5.55,99,44,0.4484,0,0.392,15,25
SPOT-115264,Mobile,3.21,57,12,0.213,0,0.072,2,23
SPOT-115265,Mobile,3.09,55,31,0.5668,0,0.284,3,20
SPOT-115266,Mobile,1.44,25,5,0.2387,45,0.433,3,24
SPOT-115267,Desktop,2.34,42,9,0.2272,0,0.023,4,25
SPOT-115268,Mobile,6.89,123,39,0.3185,0,0.444,7,20
SPOT-115269,Desktop,2.83,50,41,0.8398,89,0.312,1,9
SPOT-115270,Desktop,3.19,57,37,0.6624,100,0.2,3,24
SPOT-115271,Mobile,2.46,44,21,0.4871,77,0.415,0,11
SPOT-115272,Mobile,1.98,35,12,0.3524,62,0.168,0,27
SPOT-115273,Web Player,3.7,66,7,0.1122,0,0.282,12,27
SPOT-115274,Mobile,1.13,20,3,0.1748,35,0.447,0,11
SPOT-115275,Mobile,2.51,45,15,0.3383,0,0.167,11,24
SPOT-115276,Mobile,5.5,99,6,0.0615,0,0.047,4,24
SPOT-115277,Web Player,2.17,39,18,0.4861,0,0.18,6,27
SPOT-115278,Mobile,0.55,9,1,0.1468,0,0.301,7,24
SPOT-115279,Desktop,0.45,8,4,0.5205,14,0.024,0,16
SPOT-115280,Mobile,3.07,55,24,0.4366,0,0.477,6,25
SPOT-115281,Mobile,2.21,39,1,0.0508,0,0.058,11,22
SPOT-115282,Desktop,2.37,42,15,0.3718,0,0.135,6,22
SPOT-115283,Connected Car,7.93,142,24,0.1759,0,0.395,3,21
SPOT-115284,Web Player,5.81,104,35,0.3381,0,0.674,11,26
SPOT-115285,Mobile,2.47,44,19,0.4447,77,0.38,2,17
SPOT-115286,Mobile,4.52,81,28,0.3542,0,0.28,2,25
SPOT-115287,Mobile,0.58,10,7,0.7421,18,0.133,0,9
SPOT-115288,Mobile,0.78,14,2,0.2,0,0.331,2,21
SPOT-115289,Mobile,2.94,52,7,0.1505,0,0.503,4,24
SPOT-115290,Connected Car,2.18,39,9,0.2504,0,0.172,12,26
SPOT-115291,Mobile,2.02,36,15,0.4267,0,0.047,3,18
SPOT-115292,Mobile,4.22,75,36,0.4842,132,0.33,3,25
SPOT-115293,Mobile,1.56,28,2,0.0738,0,0.324,7,20
SPOT-115294,Mobile,8.12,146,14,0.0967,0,0.247,8,20
SPOT-115295,Smart Speaker,4.11,74,9,0.1316,0,0.169,10,29
SPOT-115296,Mobile,3.29,59,26,0.4444,103,0.203,3,25
SPOT-115297,Mobile,2.09,37,4,0.1336,0,0.724,7,22
SPOT-115298,Mobile,4.73,85,11,0.1404,0,0.629,6,29
SPOT-115299,Smart Speaker,4.91,88,22,0.2545,0,0.017,6,21
SPOT-115300,Mobile,4.01,72,29,0.4161,0,0.091,1,24
SPOT-115301,Mobile,2.04,36,22,0.634,0,0.293,6,24
SPOT-115302,Mobile,2.02,36,8,0.2388,0,0.274,8,24
SPOT-115303,Mobile,0.63,11,1,0.1648,19,0.497,1,7
SPOT-115304,Mobile,6.1,109,53,0.4893,0,0.323,7,19
SPOT-115305,Desktop,2.45,44,0,0.0199,0,0.349,6,24
SPOT-115306,Mobile,1.38,24,1,0.0762,0,0.037,6,24
SPOT-115307,Mobile,0.99,17,3,0.235,0,0.009,1,23
SPOT-115308,Desktop,0.53,9,7,0.8081,16,0.332,2,10
SPOT-115309,Mobile,0.61,11,1,0.1108,19,0.545,2,24
SPOT-115310,Mobile,3.93,70,42,0.6029,123,0.202,5,24
SPOT-115311,Mobile,3.92,70,42,0.605,123,0.072,1,22
SPOT-115312,Smart Speaker,1.71,30,17,0.5752,53,0.17,1,11
SPOT-115313,Smart Speaker,2.46,44,8,0.1964,77,0.035,2,22
SPOT-115314,Mobile,0.97,17,4,0.2656,30,0.127,2,24
SPOT-115315,Connected Car,3.06,55,25,0.4679,0,0.251,6,23
SPOT-115316,Smart Speaker,3.19,57,12,0.2159,0,0.196,5,20
SPOT-115317,Mobile,6.62,119,20,0.1699,0,0.041,8,25
SPOT-115318,Web Player,4.79,86,14,0.1666,0,0.076,10,23
SPOT-115319,Mobile,2.6,46,12,0.273,81,0.488,1,12
SPOT-115320,Smart Speaker,2.21,39,10,0.2595,69,0.112,2,22
SPOT-115321,Mobile,2.07,37,5,0.153,65,0.192,2,24
SPOT-115322,Mobile,2.43,43,7,0.1756,0,0.143,4,20
SPOT-115323,Mobile,0.45,8,0,0.0821,0,0.209,6,21
SPOT-115324,Mobile,2.37,42,18,0.4441,74,0.31,0,8
SPOT-115325,Mobile,3.09,55,25,0.4637,97,0.224,2,24
SPOT-115326,Smart Speaker,6.03,108,66,0.6158,0,0.523,10,24
SPOT-115327,Smart Speaker,0.1,1,0,0.7906,3,0.192,2,13
SPOT-115328,Mobile,3.32,59,8,0.1402,104,0.631,1,24
SPOT-115329,Mobile,3.67,66,23,0.355,115,0.202,2,11
SPOT-115330,Mobile,1.69,30,5,0.1949,0,0.191,2,20
SPOT-115331,Mobile,0.87,15,1,0.1053,27,0.032,3,24
SPOT-115332,Mobile,2.71,48,2,0.0547,85,0.29,5,24
SPOT-115333,Connected Car,1.67,30,12,0.4156,0,0.149,4,21
SPOT-115334,Mobile,3.61,65,9,0.1393,0,0.574,3,23
SPOT-115335,Mobile,2.59,46,19,0.4134,0,0.255,6,23
SPOT-115336,Mobile,1.0,17,4,0.266,0,0.166,7,10
SPOT-115337,Mobile,4.04,72,33,0.4705,0,0.299,3,22
SPOT-115338,Smart Speaker,2.21,39,2,0.0741,0,0.528,5,22
SPOT-115339,Desktop,1.64,29,8,0.2884,0,0.5,2,22
SPOT-115340,Mobile,3.96,71,13,0.1936,0,0.792,5,20
SPOT-115341,Mobile,6.2,111,54,0.4925,195,0.3,3,25
SPOT-115342,Desktop,6.47,116,13,0.1166,0,0.099,7,22
SPOT-115343,Mobile,2.47,44,24,0.5627,0,0.15,7,24
SPOT-115344,Mobile,1.37,24,7,0.3093,43,0.462,2,11
SPOT-115345,Mobile,6.78,122,45,0.3707,0,0.115,6,23
SPOT-115346,Mobile,4.66,83,22,0.2678,0,0.096,6,27
SPOT-115347,Smart Speaker,2.94,52,28,0.5435,0,0.411,9,22
SPOT-115348,Smart Speaker,2.53,45,9,0.2,0,0.155,5,24
SPOT-115349,Mobile,3.36,60,10,0.17,105,0.464,2,23
SPOT-115350,Mobile,5.35,96,32,0.3354,0,0.308,4,25
SPOT-115351,Mobile,0.91,16,2,0.1597,0,0.02,4,25
SPOT-115352,Desktop,3.2,57,25,0.4554,100,0.312,0,23
SPOT-115353,Mobile,2.77,49,25,0.5174,87,0.145,2,25
SPOT-115354,Web Player,2.28,40,13,0.33,0,0.232,5,20
SPOT-115355,Mobile,0.58,10,5,0.587,18,0.064,0,10
SPOT-115356,Mobile,4.77,85,13,0.1582,0,0.266,3,24
SPOT-115357,Mobile,1.27,22,7,0.3634,0,0.154,5,23
SPOT-115358,Mobile,1.38,24,3,0.1465,0,0.088,5,22
SPOT-115359,Mobile,0.99,17,4,0.239,0,0.178,4,12
SPOT-115360,Mobile,1.05,18,3,0.2172,0,0.302,6,22
SPOT-115361,Smart Speaker,0.73,13,1,0.1433,0,0.302,10,23
SPOT-115362,Mobile,5.32,95,20,0.2138,0,0.033,7,25
SPOT-115363,Web Player,2.54,45,30,0.6678,79,0.104,3,16
SPOT-115364,Mobile,3.12,56,8,0.1443,0,0.378,6,26
SPOT-115365,Smart Speaker,2.9,52,4,0.0827,0,0.22,5,21
SPOT-115366,Smart Speaker,1.9,34,24,0.7271,59,0.363,1,10
SPOT-115367,Connected Car,3.53,63,17,0.2832,111,0.37,2,24
SPOT-115368,Mobile,2.2,39,13,0.3577,69,0.252,1,15
SPOT-115369,Web Player,2.37,42,18,0.4429,0,0.189,7,24
SPOT-115370,Mobile,3.83,68,24,0.3656,0,0.249,5,24
SPOT-115371,Mobile,4.69,84,12,0.1484,0,0.22,5,21
SPOT-115372,Mobile,1.54,27,1,0.0484,48,0.328,4,22
SPOT-115373,Mobile,2.62,47,6,0.1295,0,0.114,4,23
SPOT-115374,Mobile,0.19,3,0,0.0305,0,0.033,2,26
SPOT-115375,Mobile,1.28,23,9,0.431,40,0.109,2,22
SPOT-115376,Desktop,3.47,62,6,0.1102,0,0.224,4,21
SPOT-115377,Mobile,0.46,8,5,0.723,0,0.312,3,9
SPOT-115378,Smart Speaker,1.85,33,11,0.3374,0,0.152,4,19
SPOT-115379,Mobile,2.84,51,12,0.248,89,0.539,1,21
SPOT-115380,Mobile,1.66,29,7,0.2521,0,0.504,7,21
SPOT-115381,Mobile,1.75,31,16,0.5411,0,0.203,5,20
SPOT-115382,Desktop,2.86,51,16,0.33,0,0.092,7,22
SPOT-115383,Connected Car,1.97,35,6,0.1894,0,0.37,5,22
SPOT-115384,Mobile,2.37,42,17,0.417,74,0.678,3,26
SPOT-115385,Smart Speaker,0.71,12,0,0.0749,0,0.739,4,25
SPOT-115386,Smart Speaker,0.57,10,0,0.0609,18,0.166,1,11
SPOT-115387,Mobile,0.74,13,1,0.1432,0,0.319,7,22
SPOT-115388,Mobile,1.13,20,7,0.3815,35,0.152,5,21
SPOT-115389,Mobile,2.27,40,14,0.3536,0,0.325,10,24
SPOT-115390,Connected Car,0.93,16,1,0.0863,29,0.318,1,25
SPOT-115391,Smart Speaker,2.21,39,18,0.4777,0,0.162,3,24
SPOT-115392,Mobile,5.72,102,7,0.0687,0,0.546,7,21
SPOT-115393,Smart Speaker,4.12,74,15,0.2058,0,0.481,9,21
SPOT-115394,Desktop,3.15,56,6,0.1196,99,0.519,3,24
SPOT-115395,Mobile,3.66,65,28,0.4363,115,0.486,3,19
SPOT-115396,Smart Speaker,2.31,41,6,0.1574,72,0.111,3,17
SPOT-115397,Smart Speaker,5.88,105,64,0.6167,0,0.081,5,24
SPOT-115398,Mobile,0.88,15,8,0.5944,27,0.596,1,9
SPOT-115399,Smart Speaker,4.98,89,29,0.3272,0,0.498,7,24
SPOT-115400,Mobile,1.58,28,9,0.3565,49,0.174,2,10
SPOT-115401,Mobile,4.95,89,39,0.441,156,0.476,3,21
SPOT-115402,Desktop,1.25,22,1,0.081,39,0.33,1,25
SPOT-115403,Desktop,4.54,81,37,0.4586,142,0.239,3,24
SPOT-115404,Desktop,2.18,39,11,0.2834,0,0.109,3,27
